accuracy,loss,val_accuracy,val_loss,learning_rate
0.06890785694122314,4.022312164306641,0.04716648906469345,3.714280128479004,0.0010000000474974513
0.18613041937351227,3.150627374649048,0.06230200454592705,3.6839027404785156,0.0010000000474974513
0.3021209239959717,2.637741804122925,0.3808518052101135,2.5354762077331543,0.0010000000474974513
0.3523717224597931,2.4349546432495117,0.3572685718536377,2.757793664932251,0.0010000000474974513
0.37050074338912964,2.322545051574707,0.36923617124557495,3.1172235012054443,0.0010000000474974513
0.39382204413414,2.2230563163757324,0.28159099817276,3.438969135284424,0.0010000000474974513
0.4098389446735382,2.1584372520446777,0.3382611870765686,2.724609375,0.0010000000474974513
0.42127957940101624,2.10444974899292,0.3900035321712494,2.7085680961608887,0.0010000000474974513
0.4361524283885956,2.041762351989746,0.20063358545303345,3.308385133743286,0.0010000000474974513
0.45128926634788513,1.9832006692886353,0.3847236931324005,2.5105903148651123,0.0010000000474974513
0.462817907333374,1.9310550689697266,0.28722280263900757,2.8587512969970703,0.0010000000474974513
0.4721464514732361,1.8910648822784424,0.4012671709060669,2.562866687774658,0.0010000000474974513
0.48270702362060547,1.85996675491333,0.30235832929611206,2.7873528003692627,0.0010000000474974513
0.4908914864063263,1.80819571018219,0.39176344871520996,2.635842800140381,0.0010000000474974513
0.5018041133880615,1.7792973518371582,0.37310805916786194,2.496544599533081,0.0010000000474974513
0.509548544883728,1.7543249130249023,0.26328757405281067,2.8025457859039307,0.0010000000474974513
0.5196691155433655,1.716402530670166,0.39176344871520996,2.5524966716766357,0.0010000000474974513
0.523101270198822,1.6805046796798706,0.36923617124557495,2.565946340560913,0.0010000000474974513
0.5321658253669739,1.6644494533538818,0.26962336897850037,2.842118263244629,0.0010000000474974513
0.5391181707382202,1.6153515577316284,0.3593805134296417,2.95251727104187,0.0010000000474974513
0.5458945631980896,1.5902559757232666,0.371348112821579,2.595682382583618,0.0010000000474974513
0.560063362121582,1.5583444833755493,0.4037310779094696,2.2812132835388184,0.0010000000474974513
0.5629675388336182,1.5406662225723267,0.41041886806488037,2.328026056289673,0.0010000000474974513
0.5706239342689514,1.5116448402404785,0.416402667760849,2.3373167514801025,0.0010000000474974513
0.5766962766647339,1.4819256067276,0.3988032341003418,2.4231181144714355,0.0010000000474974513
0.5919211506843567,1.4404946565628052,0.3097500801086426,2.797313928604126,0.0010000000474974513
0.5856727957725525,1.441214680671692,0.24076029658317566,2.987807512283325,0.0010000000474974513
0.599401593208313,1.400262713432312,0.3889475464820862,2.5750272274017334,0.0010000000474974513
0.6099621653556824,1.3700447082519531,0.27631115913391113,3.2165515422821045,0.0010000000474974513
0.6185866594314575,1.3311512470245361,0.24181626737117767,3.1154532432556152,0.0005000000237487257
0.632051408290863,1.2791813611984253,0.19077789783477783,3.588200092315674,0.0005000000237487257
0.6410278677940369,1.2541093826293945,0.30869412422180176,2.8089311122894287,0.0005000000237487257
0.6351315379142761,1.2580358982086182,0.305878221988678,2.856271266937256,0.0005000000237487257
0.6426119804382324,1.2395801544189453,0.4695529639720917,2.2693862915039062,0.0005000000237487257
0.6529965400695801,1.2055749893188477,0.27983105182647705,3.0418808460235596,0.0005000000237487257
0.6480683088302612,1.2107092142105103,0.41605067253112793,2.434187650680542,0.0005000000237487257
0.6560767292976379,1.196131944656372,0.1686026006937027,3.445136547088623,0.0005000000237487257
0.6592448949813843,1.1755592823028564,0.24604012072086334,3.039842367172241,0.0005000000237487257
0.6644372344017029,1.168917179107666,0.38155579566955566,2.584907054901123,0.0005000000237487257
0.6645252108573914,1.1562702655792236,0.42977824807167053,2.311018705368042,0.0005000000237487257
0.6728856563568115,1.141718864440918,0.4266103506088257,2.384734869003296,0.0005000000237487257
0.6790460348129272,1.1065287590026855,0.3671242594718933,2.5109217166900635,0.0002500000118743628
0.6837983131408691,1.1017389297485352,0.4516015350818634,2.2532081604003906,0.0002500000118743628
0.6823902130126953,1.1014374494552612,0.41569870710372925,2.4171712398529053,0.0002500000118743628
0.6894305944442749,1.0683561563491821,0.42203450202941895,2.399412155151367,0.0002500000118743628
0.6880225539207458,1.0736072063446045,0.4213305115699768,2.4672906398773193,0.0002500000118743628
0.6910147070884705,1.0607811212539673,0.40689897537231445,2.4888505935668945,0.0002500000118743628
0.6971750259399414,1.0575114488601685,0.34530094265937805,2.6023166179656982,0.0002500000118743628
0.6970870494842529,1.0489715337753296,0.4340021014213562,2.3973472118377686,0.0002500000118743628
0.6918947696685791,1.0634007453918457,0.3368532061576843,2.7119388580322266,0.0002500000118743628
0.6982311010360718,1.040094017982483,0.4086589217185974,2.4674863815307617,0.0001250000059371814
0.7043034434318542,1.0272941589355469,0.4325941503047943,2.372981309890747,0.0001250000059371814
0.7039514183998108,1.0197299718856812,0.46110525727272034,2.2638142108917236,0.0001250000059371814
0.7019273042678833,1.0146903991699219,0.4325941503047943,2.3194119930267334,0.0001250000059371814
0.6972630620002747,1.0290342569351196,0.43822598457336426,2.3394899368286133,0.0001250000059371814
0.7017512917518616,1.0111726522445679,0.41323477029800415,2.4291326999664307,0.0001250000059371814
0.7094077467918396,0.9977485537528992,0.4178106188774109,2.400940179824829,0.0001250000059371814
0.7052714824676514,1.0068604946136475,0.416402667760849,2.396012306213379,6.25000029685907e-05
