accuracy,loss,val_accuracy,val_loss,learning_rate
0.896117627620697,0.3589153289794922,0.8179166913032532,2.5701334476470947,0.0010000000474974513
0.9722940921783447,0.09201423078775406,0.8229166865348816,2.1267447471618652,0.0010000000474974513
0.9784411787986755,0.07125576585531235,0.8207499980926514,2.3313825130462646,0.0010000000474974513
0.9823529124259949,0.06024036929011345,0.828083336353302,3.5012927055358887,0.0010000000474974513
0.9838529229164124,0.05320209264755249,0.8240000009536743,2.794743537902832,0.0010000000474974513
0.9858088493347168,0.047912560403347015,0.82833331823349,3.7622220516204834,0.0010000000474974513
0.9870147109031677,0.041251424700021744,0.8264166712760925,3.9322240352630615,0.0010000000474974513
0.9901911616325378,0.031893663108348846,0.8297500014305115,3.234755516052246,0.0005000000237487257
0.9914117455482483,0.027974974364042282,0.8293333053588867,3.9958102703094482,0.0005000000237487257
0.9917941093444824,0.02754576876759529,0.8295000195503235,3.9375228881835938,0.0005000000237487257
0.9926470518112183,0.025263622403144836,0.8267499804496765,3.8219985961914062,0.0005000000237487257
0.9924264550209045,0.02589002251625061,0.8289166688919067,4.286549091339111,0.0005000000237487257
