accuracy,loss,val_accuracy,val_loss,learning_rate
0.11174999922513962,3.616469621658325,0.05849999934434891,3.427058696746826,0.0010000000474974513
0.2502500116825104,2.754401683807373,0.07999999821186066,4.568014144897461,0.0010000000474974513
0.35850000381469727,2.2496120929718018,0.28949999809265137,5.5197553634643555,0.0010000000474974513
0.42637500166893005,1.9722858667373657,0.47450000047683716,2.675459384918213,0.0010000000474974513
0.4584999978542328,1.8271229267120361,0.4794999957084656,1.9877053499221802,0.0010000000474974513
0.484499990940094,1.7138123512268066,0.31049999594688416,3.0991857051849365,0.0010000000474974513
0.5009999871253967,1.655578374862671,0.2770000100135803,2.7740983963012695,0.0010000000474974513
0.503250002861023,1.6273826360702515,0.3930000066757202,2.1586995124816895,0.0010000000474974513
0.5198749899864197,1.5481504201889038,0.41200000047683716,2.088623285293579,0.0010000000474974513
0.5346249938011169,1.5011844635009766,0.41749998927116394,3.402057647705078,0.0010000000474974513
0.5534999966621399,1.4359180927276611,0.31299999356269836,2.6684603691101074,0.0005000000237487257
0.562375009059906,1.408984899520874,0.3865000009536743,2.871126413345337,0.0005000000237487257
0.5667499899864197,1.38081693649292,0.3799999952316284,2.6383168697357178,0.0005000000237487257
0.5732499957084656,1.350358486175537,0.3930000066757202,4.36592435836792,0.0005000000237487257
0.574999988079071,1.3609888553619385,0.3799999952316284,6.5273051261901855,0.0005000000237487257
0.5871250033378601,1.310056209564209,0.33149999380111694,8.440791130065918,0.0002500000118743628
0.5923749804496765,1.3083754777908325,0.328000009059906,7.326694965362549,0.0002500000118743628
0.5918750166893005,1.2982534170150757,0.3154999911785126,4.726269245147705,0.0002500000118743628
0.6023749709129333,1.2648866176605225,0.35899999737739563,5.009521484375,0.0002500000118743628
0.5972499847412109,1.2745487689971924,0.37299999594688416,5.974783897399902,0.0002500000118743628
